rootScript, transitiveSuccessors, treeDepth, treeWidth
dglw,38,11,6
dglv,8,9,1
xycn,2,3,1
hagxrcyy,1,2,1
xybv,1,2,1
obil,1,2,1
hchf,3,3,2
wmdy,1,2,1
dgwu,1,2,1
rvtv,15,14,2
dggba,1,2,1
wmcs,2,3,1
rvty,1,2,1
qkpca,1,2,1
jmzz,1,2,1
dgzr,1,2,1
jmzu,2,3,1
obei,8,9,1
wmbo,1,2,1
gylffbtp,1,2,1
mspxa,19,20,1
ayeufwxo,2,3,1
obcm,1,2,1
obcn,8,9,1
ubyr,1,2,1
wzztkmkj,1,2,1
hbos,4,4,2
rvqe,7,8,1
belt,5,4,3
hvyda,1,2,1
rvor,4,5,1
hwnnwjru,5,6,1
dgus,4,5,1
lvyw,1,2,1
kfarkges,1,2,1
wszgicth,1,2,1
nqpcazuf,1,2,1
wgnza,2,3,1
ubwc,1,2,1
xxwu,7,2,7
ogica,3,4,1
rwcogxwj,1,2,1
xtqoa,3,4,1
uceo,1,2,1
rvld,1,2,1
uceh,1,2,1
jmpt,1,2,1
dhbq,8,8,2
xxsq,1,2,1
rvig,1,2,1
iugtlzlv,1,2,1
wlvw,1,2,1
jmnx,1,2,1
ucau,12,10,2
zzyy,2,3,1
mjdma,3,4,1
ksnmfgqw,4,5,1
ucag,1,2,1
iwgrizdi,1,2,1
lwcc,1,2,1
jmmk,1,2,1
wairjtdg,1,2,1
cqnntrmk,2,3,1
begq,1,2,1
nuumqckg,2,3,1
begm,1,2,1
lwcp,1,2,1
rvfm,17,12,3
ebhqmxjt,2,3,1
rwdm,1,2,1
rwdf,3,4,1
alztwwko,5,6,1
rwem,2,3,1
uaif,5,4,3
qftkykxu,1,2,1
lwod,2,3,1
mzltsmrp,3,3,2
wipca,1,2,1
aeuda,1,2,1
vkrvhmvd,1,2,1
plyi,5,6,1
uacz,4,5,1
lwjb,1,2,1
uadm,2,3,1
zypga,4,5,1
dfbc,1,2,1
uaee,5,5,2
wlmz,1,2,1
rwbj,1,2,1
jldh,2,2,2
zyoo,4,5,1
xwyq,2,3,1
uapg,1,2,1
xxeg,4,3,2
wlgu,5,5,2
tsefa,1,2,1
pmhj,9,5,3
zyhw,2,3,1
pmgm,1,2,1
ivzrejdn,2,3,1
uaru,1,2,1
aulzkhbh,4,5,1
jlaf,21,20,2
wljw,1,2,1
uasl,1,2,1
uash,1,2,1
batxivew,2,2,2
jkye,2,2,2
xxaw,1,2,1
lwro,1,2,1
hbei,3,2,3
lwrz,3,4,1
hbes,1,2,1
wldu,1,2,1
rvyl,1,2,1
lwuq,3,3,2
lwul,1,2,1
xxbm,3,4,1
zyfs,2,3,1
bdtf,4,4,2
wlfv,1,2,1
sydigxpr,4,5,1
jyaxa,3,2,3
rwve,1,2,1
uaxt,3,4,1
xwkx,2,3,1
xwlb,13,14,1
aapla,1,2,1
tvmhuwjn,3,3,2
kdada,2,3,1
uawy,1,2,1
hanl,1,2,1
hucxklmi,1,2,1
wpbfa,21,20,2
pllj,2,3,1
bdjj,1,2,1
ozgfa,2,3,1
uvpca,1,2,1
xwrw,1,2,1
rwmn,2,2,2
pzbeb,2,3,1
bdhr,6,7,1
lxuua,1,2,1
rwlv,1,2,1
brzutqcf,1,2,1
wpppxqjj,3,4,1
lxkk,1,2,1
mmlrzsbu,3,4,1
lxky,2,3,1
qxbjvjul,4,5,1
eenxavtq,1,2,1
hayc,4,5,1
jlpv,2,3,1
hayl,4,5,1
haym,1,2,1
wkxj,2,2,2
ubcw,2,3,1
xwoj,4,5,1
wksz,4,5,1
wksu,9,8,2
plqw,7,6,2
xwpj,1,2,1
plqf,1,2,1
zyvl,1,2,1
jljj,3,4,1
hasx,1,2,1
hasy,3,4,1
lxds,1,2,1
zgafa,1,2,1
rpybejsx,1,2,1
wujhhaph,1,2,1
ubar,9,5,5
lxgh,2,3,1
rwki,2,3,1
plsw,1,2,1
lvaza,2,3,1
zyxu,2,3,1
dmwp,2,3,1
tcfbgsyb,1,2,1
jzqymktu,2,3,1
uqoxa,5,6,1
bcqb,3,4,1
pnft,4,4,2
dbqlsiyx,2,2,2
bozca,1,2,1
pngg,1,2,1
xrxt,2,3,1
dmvw,1,2,1
oilya,1,2,1
tkpwhufe,1,2,1
bctn,9,10,1
xpxoa,1,2,1
roje,1,2,1
xruu,1,2,1
xrvi,6,6,2
hirw,4,5,1
aizpb,1,2,1
aequa,1,2,1
bcvi,3,3,2
aaoma,3,3,2
zpiha,6,3,5
bcwe,1,2,1
bexuqwgz,12,11,2
bcyy,3,3,2
wges,2,3,1
xhmwc,1,2,1
tvxidynn,49,9,25
jkbf,2,3,1
atcpa,1,2,1
dmny,1,2,1
cbpiiqev,19,10,3
xrmh,1,2,1
pngwseyt,7,3,5
roqw,3,4,1
xrmb,3,4,1
wgbo,1,2,1
zmmkthps,4,3,3
wgih,3,4,1
pncr,2,3,1
ooiykenh,1,2,1
wghs,2,3,1
gscbb,8,9,1
nnmkblqe,1,2,1
bdap,1,2,1
wgfm,1,2,1
jkdg,2,3,1
udnc,2,3,1
wfjb,1,2,1
uefo,3,4,1
rbaea,1,2,1
bcad,3,4,1
pjiduswd,1,2,1
hibw,1,2,1
pmsb,3,4,1
kwdqurgd,4,4,2
jhpcb,1,2,1
pmsi,1,2,1
zuala,1,2,1
xrkv,1,2,1
xrkp,8,6,2
rpas,1,2,1
muqfgpjb,1,2,1
xrkh,3,4,1
jkos,12,10,2
ssftvoih,77,66,4
higb,1,2,1
dnnm,19,15,2
uehl,1,2,1
wfmm,1,2,1
dnow,2,3,1
dnoo,1,2,1
tbtda,1,2,1
udxlxctd,1,2,1
esmka,3,4,1
pmmq,1,2,1
wfps,10,3,9
jkpq,1,2,1
wfpw,3,4,1
bckd,9,9,2
hhyy,1,2,1
pmkv,6,6,2
bclg,3,4,1
hhzt,1,2,1
hhzx,15,9,7
pmqh,3,4,1
dndg,2,3,1
dndw,1,2,1
iolgmvcb,1,2,1
qxhputkj,5,6,1
wfvj,3,2,3
tduua,2,3,1
bcnc,1,2,1
hyleb,1,2,1
xrap,15,10,3
bcox,1,2,1
cqvruapf,5,6,1
rpgs,24,22,3
jivg,15,4,8
vzygfnmd,1,2,1
ansqjmez,1,2,1
aavbvjbh,4,5,1
hhqx,18,9,8
hhqs,1,2,1
jiuk,15,16,1
wpwtojrf,1,2,1
ebxmgrwu,1,2,1
ucte,5,5,2
vnsza,2,3,1
pokv,2,3,1
xnlzb,1,2,1
uctm,4,4,2
wezx,7,8,1
xqxm,43,35,4
jixy,2,3,1
ucty,2,3,1
bawha,3,4,1
oaiz,1,2,1
dlzn,1,2,1
qqgsfpbi,1,2,1
ponk,2,2,2
ponl,1,2,1
ucvr,11,6,6
xvfbajzv,1,2,1
cqufa,1,2,1
pugzljqw,1,2,1
wfai,1,2,1
wfab,11,10,2
bbzn,2,3,1
bbzo,1,2,1
ulcccadn,2,3,1
hhkz,2,3,1
hhkn,1,2,1
dlmf,1,2,1
paidfqpi,2,3,1
hhkq,1,2,1
xqmj,4,4,2
drggzeye,1,2,1
nsssa,2,3,1
ucmv,2,3,1
agyzublo,1,2,1
oasw,1,2,1
hhnk,1,2,1
lnfbhyeo,2,3,1
ucmn,1,2,1
ucmk,34,5,25
xqpi,1,2,1
cgnva,2,3,1
rpwn,1,2,1
xqpf,13,12,2
oauc,4,3,2
jjem,1,2,1
ukwlxgpi,1,2,1
poei,2,3,1
pnum,1,2,1
wtdmgrsu,64,65,1
efxnnwfr,8,8,2
xqbn,4,4,2
dmin,1,2,1
ucjwbnld,2,3,1
hhbl,2,2,2
hhbf,3,4,1
krmbdllp,1,2,1
bbdx,3,4,1
oxcma,1,2,1
bbdk,3,3,2
snsha,6,6,2
ubcosxxp,2,3,1
bber,4,5,1
udgx,1,2,1
welj,3,4,1
yshkiwik,2,2,2
bbbd,3,3,2
iumxjacp,6,6,2
wemn,5,6,1
utppwxdu,1,2,1
jjnj,3,4,1
vizmrgnn,1,2,1
ajlovfxs,1,2,1
hgwq,7,8,1
ucxn,1,2,1
jhjyheil,3,4,1
rqen,6,7,1
xpyh,6,4,3
bbfp,1,2,1
bbgh,2,3,1
hgzb,1,2,1
weqz,12,13,1
tfsrgiwe,1,2,1
sqxzneeh,3,4,1
weqs,2,3,1
rqgh,1,2,1
hwshtepq,2,3,1
jjrd,1,2,1
eqcea,5,5,2
dmdi,2,3,1
pnps,2,3,1
rqjg,1,2,1
rqjh,2,3,1
dyalljpf,3,4,1
ijpva,4,5,1
lcgxjoet,1,2,1
bbnl,6,4,3
oacw,4,4,2
yrjma,1,2,1
lekzuvii,44,42,2
dmbl,11,12,1
jzwjunno,3,4,1
jjur,2,3,1
pntp,1,2,1
bbkt,3,4,1
dmcp,3,4,1
oaen,4,4,2
dkxk,3,4,1
dkxh,10,11,1
dkxg,3,4,1
jhyg,4,3,3
uzrfxkag,13,13,2
acwoa,1,2,1
rdada,1,2,1
uqmva,22,19,3
qlipaixn,3,4,1
wice,1,2,1
rqqn,3,4,1
fxqrabqz,1,2,1
jhwu,1,2,1
veowa,1,2,1
bzutsncf,1,2,1
hgqe,2,3,1
ppjw,1,2,1
rqns,1,2,1
aztmqrmt,1,2,1
ufwz,1,2,1
jhtb,2,3,1
cluha,2,3,1
fagyuwqp,1,2,1
jhsb,4,5,1
dktv,2,2,2
lzxn,3,3,2
lzyf,2,3,1
gzwtmgzd,4,5,1
rqlt,1,2,1
xtwf,19,11,2
wimp,4,3,3
hgmk,1,2,1
knqlb,1,2,1
dkno,1,2,1
fiheylvk,2,3,1
dknn,1,2,1
gcflsnqj,1,2,1
wikb,4,5,1
rqzj,1,2,1
wiiw,1,2,1
wijo,2,2,2
hgjg,18,8,3
ufpf,1,2,1
ppbz,3,4,1
hftqa,1,2,1
xtpz,17,13,2
baxf,1,2,1
acwla,1,2,1
lzqh,3,4,1
hhwga,9,8,2
dklr,2,3,1
mxkla,1,2,1
whrb,4,5,1
rreh,1,2,1
xtnn,1,2,1
ugln,2,3,1
ugll,7,8,1
hgbg,3,4,1
rrct,1,2,1
hgcy,1,2,1
sygja,1,2,1
mkzjsivq,1,2,1
rrak,2,3,1
rrae,27,14,4
dlfe,5,6,1
jide,4,5,1
esyuvxdd,1,2,1
jfopafhb,2,3,1
whmy,1,2,1
jiev,4,4,2
potz,3,3,2
rrlv,2,3,1
bahu,4,5,1
uggc,1,2,1
rrnm,2,3,1
lbzxmurh,1,2,1
whxs,3,3,2
ttdrtjqc,1,2,1
ugdm,1,2,1
hfxz,1,2,1
ugde,1,2,1
rhcva,1,2,1
bzuba,1,2,1
porb,1,2,1
qfosdhsl,1,2,1
iufbmbkt,1,2,1
bagn,1,2,1
aiykb,1,2,1
djwv,1,2,1
pqph,4,5,1
pqpc,1,2,1
hfpv,2,3,1
fosieeps,5,6,1
nzhla,1,2,1
uezz,1,2,1
djtr,21,10,11
whbk,1,2,1
rrud,3,3,2
xswq,1,2,1
rroe,2,3,1
xsxq,2,3,1
jgql,23,23,2
pqjm,2,2,2
thpwqxin,1,2,1
jgte,10,9,2
rrri,1,2,1
alccryeg,1,2,1
djqw,4,5,1
pqmr,1,2,1
xszn,3,4,1
rrpx,1,2,1
djoi,1,2,1
caava,2,3,1
aalra,4,5,1
iqxzb,1,2,1
hfkn,47,8,17
pqhh,2,3,1
virjcvje,6,7,1
djkm,2,3,1
hfel,11,6,3
hfee,1,2,1
fsxla,1,2,1
uelc,8,6,3
djjp,1,2,1
xspn,3,4,1
uels,8,9,1
pqev,1,2,1
lsqza,23,18,3
hfgd,1,2,1
phmfeioo,1,2,1
xsll,1,2,1
rsdn,1,2,1
ateja,6,4,3
atejb,10,10,2
nustb,1,2,1
rsey,1,2,1
vzzga,4,3,3
yohedari,2,3,1
xsmi,1,2,1
aeqda,4,4,2
hfdc,14,9,4
skmpzrcn,12,13,1
wgqk,2,2,2
dkgz,2,3,1
vdwrshye,1,2,1
abyrxtfe,2,3,1
jhcb,1,2,1
ppyd,2,3,1
jhbu,1,2,1
jhbt,1,2,1
rsae,19,4,14
uffx,1,2,1
xsjh,1,2,1
dkbz,2,2,2
dkbr,2,3,1
xsdnunal,1,2,1
atema,1,2,1
kfijhkbr,1,2,1
ufat,3,4,1
hewg,2,3,1
gmvkecse,1,2,1
xsej,24,15,10
acvva,1,2,1
rsok,3,4,1
wgyc,4,5,1
hezr,34,28,2
rtqua,2,3,1
tukpb,1,2,1
ufen,10,10,2
ppxm,1,2,1
nzhea,3,4,1
ppqm,8,9,1
herz,1,2,1
anyzplax,1,2,1
uqmza,1,2,1
yuwupnrf,2,3,1
bgtfb,2,3,1
ifwjssxg,1,2,1
rnqbcrfm,1,2,1
argdljrc,1,2,1
pptn,4,4,2
zooj,3,4,1
wrnd,4,4,2
xlxp,18,13,3
jlxvbblt,7,6,2
uhgf,50,9,24
wrls,1,2,1
drjca,5,5,2
gzbv,7,8,1
wrkk,2,3,1
uhec,3,4,1
cabv,2,3,1
spbn,5,6,1
vbmqddnr,8,7,2
xlqv,1,2,1
njrz,1,2,1
rtfnmtls,3,4,1
xlrn,2,3,1
jfgd,5,5,2
xlrg,2,3,1
qdvm,5,5,2
uhqb,1,2,1
gznp,12,8,3
qgeqjtrk,1,2,1
rtcqabzn,1,2,1
wrev,2,2,2
jfdj,2,3,1
jfdu,2,3,1
gzmf,1,2,1
wrfh,3,4,1
kmdsa,1,2,1
rvarusxi,1,2,1
ecvs,45,8,26
uhnp,6,7,1
wrcy,7,6,2
zofi,1,2,1
zywlwfqb,1,2,1
npvodnsb,1,2,1
ecpt,1,2,1
aazvb,1,2,1
gziv,2,3,1
wraq,2,3,1
njme,1,2,1
agnnwyno,6,6,2
gzil,1,2,1
soxr,1,2,1
rmwha,2,3,1
soxv,28,14,6
xlyr,2,3,1
sowe,9,10,1
uhks,1,2,1
njjy,2,3,1
skokwpav,2,3,1
nribzkap,2,3,1
obdekxiv,1,2,1
gooshrnm,1,2,1
yoajxftd,4,5,1
tphkjazl,5,5,2
xtzsvare,2,3,1
jewk,1,2,1
qejt,1,2,1
vjsna,12,11,2
zvuwighn,4,3,2
clgpxcwx,2,2,2
gzoj,1,2,1
gjpwhayo,7,8,1
xmdf,1,2,1
znxj,2,3,1
ebyd,1,2,1
xmcf,4,5,1
ugqw,10,11,1
xaboawbi,1,2,1
nkes,1,2,1
baaza,2,3,1
zljqa,5,6,1
lgxknzzv,3,4,1
wuurmhqb,11,10,2
pszba,1,2,1
ripxkxkz,1,2,1
ecef,3,4,1
qeti,4,5,1
capb,1,2,1
xmpf,5,6,1
sojl,4,3,2
caov,1,2,1
fzcbb,2,3,1
jcfqrsdm,1,2,1
ztgfgqxb,8,9,1
dizcxzkb,3,4,1
ugzt,1,2,1
gzyu,27,16,2
qeru,10,10,2
caiz,1,2,1
caio,1,2,1
znql,1,2,1
gzzx,26,6,15
wrot,3,3,2
kqmsarbn,4,5,1
ugyb,1,2,1
jelu,4,5,1
znpn,4,5,1
xmjv,1,2,1
ugze,11,10,2
ugzc,12,3,10
asvuszil,3,3,2
yglkgpqe,1,2,1
uoacb,6,6,2
qcxz,2,3,1
niud,5,6,1
znkrc,3,4,1
xvwndhbr,1,2,1
otoptsxi,1,2,1
fsnmcmpb,1,2,1
nixj,4,3,3
aexrwyrz,1,2,1
qczy,1,2,1
rcmga,1,2,1
cbgo,1,2,1
cbgh,3,4,1
edmt,2,3,1
niwv,1,2,1
nirn,1,2,1
niqb,1,2,1
qcts,2,3,1
edli,11,8,3
xjpgkmwe,6,7,1
soac,17,13,2
xmuq,1,2,1
uigc,1,2,1
hkvga,2,2,2
edir,5,5,2
uifk,2,3,1
fdezgvfh,2,3,1
zpng,1,2,1
qcvh,4,5,1
huqzrsus,3,4,1
wsep,5,6,1
psynb,5,6,1
pzira,15,14,2
cojmpvhs,2,3,1
niov,3,4,1
tiodlanf,1,2,1
zpid,1,2,1
xncw,16,16,2
mxajrlrv,1,2,1
wsgm,1,2,1
hzagejad,2,3,1
qfqqxunf,2,3,1
uirx,1,2,1
jkxzc,8,7,2
zhdsrgke,2,3,1
nmgoa,9,8,2
yyatwphl,18,7,9
ayepa,3,4,1
nihw,8,8,2
hikda,7,8,1
sntk,4,4,2
wsbc,1,2,1
snwg,5,6,1
ynspa,1,2,1
ayeua,1,2,1
xnhw,3,4,1
snri,9,10,1
uhxw,1,2,1
zpbb,14,13,2
qdmu,1,2,1
wtbu,2,3,1
njjh,2,3,1
qdff,2,3,1
njce,4,5,1
xgdbymnl,1,2,1
xngr,1,2,1
ljqspiyt,6,7,1
njew,7,8,1
kvaiskxt,2,2,2
ecyg,5,6,1
snod,2,3,1
kedruhmq,1,2,1
qdie,1,2,1
jfzt,4,5,1
qdrg,36,36,2
qdrr,1,2,1
xnqj,1,2,1
cbrs,3,3,2
hyziqkzb,2,3,1
nzxka,1,2,1
wijbkhsh,3,4,1
xnsh,2,3,1
uibo,2,3,1
xdarmrip,1,2,1
cbnj,17,8,9
ehhca,1,2,1
ajhxiksy,1,2,1
xnmo,1,2,1
ehhba,9,10,1
rttryggb,1,2,1
wuisijjo,3,4,1
edbm,6,4,3
edbl,1,2,1
wtnt,1,2,1
tovra,1,2,1
wtnx,4,4,2
ujhs,1,2,1
zqop,1,2,1
wfdgluui,7,8,1
xnxj,3,3,2
rriea,1,2,1
ujhp,1,2,1
hdwua,1,2,1
qxihxstn,1,2,1
nhqc,7,5,3
yzowa,1,2,1
wtlx,9,9,2
gwzx,2,3,1
ujgb,2,3,1
zqmi,9,8,3
qfzl,3,4,1
hpupmcas,1,2,1
qfzm,1,2,1
nhnx,2,3,1
eaek,3,4,1
jdjb,1,2,1
qafma,3,4,1
ujmw,3,4,1
qnqsyhuu,1,2,1
gxah,2,3,1
wtrb,15,10,3
wtrj,1,2,1
zqtu,1,2,1
ujkf,8,6,2
srib,5,5,2
pbyckclc,1,2,1
atrga,1,2,1
gxet,5,5,2
qgfq,61,34,8
nhjf,3,4,1
wtdr,1,2,1
jczt,5,5,2
gxby,2,2,2
gcwvsbyk,1,2,1
ttlma,3,4,1
nhgj,1,2,1
zgngsfic,8,9,1
rtnwxjvd,9,9,2
jdbe,1,2,1
srbd,1,2,1
eaow,2,3,1
giqxa,6,7,1
qgjh,1,2,1
eapg,4,5,1
qgio,1,2,1
nhku,20,20,2
wtij,1,2,1
gxhi,9,5,3
qghj,2,3,1
mtrsvchw,1,2,1
ujrb,1,2,1
qkwwa,1,2,1
uivm,13,8,2
jcsj,6,7,1
xoiv,1,2,1
nmmisntc,2,3,1
qawwoeoz,2,3,1
uivv,58,26,4
vdjqlinp,6,6,2
sixvorgj,1,2,1
lzqxkvzl,4,5,1
sqqt,2,3,1
gxkm,19,18,2
fgmzjaoy,2,3,1
sqrf,16,14,2
tlozkiig,95,16,29
gxli,2,2,2
ruhefxnm,23,15,4
nifp,1,2,1
sqye,4,5,1
gxre,1,2,1
kdibcwzg,1,2,1
qgsw,8,9,1
jcxl,1,2,1
sqwb,2,3,1
sqli,6,7,1
xorh,2,3,1
wtvc,1,2,1
afosa,6,6,2
qgwf,1,2,1
gxwc,1,2,1
qgwc,1,2,1
thwib,1,2,1
jclg,2,3,1
nhzx,1,2,1
xopw,1,2,1
qgty,1,2,1
rnygrwac,1,2,1
gxtp,7,7,2
sqkk,3,3,2
hdwla,1,2,1
sqor,2,3,1
sqqd,1,2,1
qppsjoyd,2,3,1
eaas,1,2,1
xclsa,1,2,1
gxxk,6,4,2
uhlwimkv,1,2,1
ebhu,1,2,1
sqal,4,4,2
jedj,3,4,1
jedm,1,2,1
jbhruhad,3,4,1
ukhj,14,13,2
sqdu,1,2,1
sqdz,1,2,1
zrqs,1,2,1
wuoz,35,32,2
ngom,21,6,9
wupo,1,2,1
sqcx,2,3,1
ngql,1,2,1
uvhzolaf,7,7,2
sqet,2,3,1
okpnapji,9,10,1
wurp,3,3,2
zrtz,3,4,1
zrtx,1,2,1
ewroisws,1,2,1
zrts,1,2,1
gydj,4,5,1
qfah,1,2,1
ebjj,12,13,1
wusy,1,2,1
wutt,1,2,1
zrgf,3,4,1
arfhqsss,1,2,1
wugg,3,4,1
vwroa,5,5,2
gygw,4,4,2
uksd,2,3,1
ebmw,3,4,1
ngfs,9,5,3
wuhf,1,2,1
vrsfgjpl,76,54,3
gygo,2,2,2
wukj,1,2,1
ukuu,2,3,1
akefa,1,2,1
zrjx,1,2,1
zrjw,1,2,1
qfhl,2,3,1
ajxunopn,1,2,1
wuku,1,2,1
wydxfsar,16,15,3
ujwu,10,9,3
evxfktpb,8,8,2
nmiha,1,2,1
gwzxa,2,2,2
clhgghwq,3,4,1
xqlma,1,2,1
gype,2,3,1
spsi,50,38,2
xpnc,1,2,1
sptg,8,7,2
xpnj,3,4,1
spmva,12,13,1
qjxubvum,5,6,1
spuz,1,2,1
elluygep,3,4,1
ktdezfor,9,9,2
eayx,2,3,1
jdzc,4,4,2
xprg,8,9,1
qfsp,5,5,2
mkvbixbi,3,4,1
wuxm,1,2,1
spjc,1,2,1
jdmb,10,10,2
afnqa,1,2,1
xptj,3,4,1
qftc,2,2,2
zczma,2,3,1
elyhb,1,2,1
vufba,1,2,1
spju,1,2,1
spjw,18,19,1
ebdh,1,2,1
zqyd,1,2,1
ukfo,2,3,1
gmrudaxt,1,2,1
spms,1,2,1
qafea,4,3,2
lgfqfcfq,1,2,1
arhmb,1,2,1
zspe,5,3,4
vssunotv,3,4,1
ulyv,3,4,1
sdlppens,8,7,2
skrg,1,2,1
jayw,1,2,1
jazx,1,2,1
ulwn,15,8,5
skcjijvx,4,5,1
kwptvniu,3,4,1
nxojxbis,2,2,2
aybgb,1,2,1
egxq,1,2,1
jawj,8,9,1
xhsq,5,4,2
wmyr,19,14,3
wietlqfs,4,4,2
zsiw,2,3,1
wmvt,2,3,1
ulsf,1,2,1
xhqg,1,2,1
iuwjiozc,1,2,1
adbxa,1,2,1
gqbgb,2,3,1
lnyjqetb,2,3,1
wnfk,4,4,2
khrha,1,2,1
egth,2,3,1
xhpi,1,2,1
qvhka,1,2,1
ulqq,1,2,1
wngm,1,2,1
nfro,2,3,1
ldyo,2,3,1
yypxpnkq,4,4,2
tnqwrhac,1,2,1
ulmy,1,2,1
ldyy,3,4,1
ijlumpgl,6,7,1
jbcm,3,4,1
zsup,5,6,1
lllvisxp,1,2,1
wnbf,6,6,2
wnbe,4,5,1
xhlv,3,4,1
pzgnadlq,1,2,1
wfwma,1,2,1
egqn,1,2,1
skoda,3,4,1
xgsya,5,5,2
egrc,9,10,1
fxeza,4,5,1
wkdyljnu,2,3,1
vfivmelt,1,2,1
xijb,1,2,1
kbrrkbfk,8,9,1
xigu,9,9,2
ldqx,12,3,11
egnf,1,2,1
egmn,2,3,1
lxxga,1,2,1
xies,1,2,1
fgwbucpw,1,2,1
hmbueonv,3,2,3
cooyaxqt,3,4,1
wnhr,1,2,1
lluknprt,4,5,1
grqbaebx,25,18,3
gnrlrpqo,13,14,1
wqnzyusy,2,3,1
wnhb,1,2,1
ndgda,3,2,3
skmt,1,2,1
sexwswhv,30,22,3
joxpa,3,4,1
wnvv,1,2,1
wnvb,1,2,1
ngah,1,2,1
zsdl,2,3,1
skjw,5,3,4
jarw,1,2,1
xadya,1,2,1
zseu,26,8,16
qkjxjoow,1,2,1
swbvyjin,1,2,1
scwgejwo,52,15,4
xdbhsfxc,1,2,1
